Time,ring_jump_1_left_shoulder_angle,ring_jump_1_left_shoulder_angle_v,ring_jump_1_left_shoulder_angle_a,ring_jump_1_left_elbow_angle,ring_jump_1_left_elbow_angle_v,ring_jump_1_left_elbow_angle_a,ring_jump_1_left_wrist_angle,ring_jump_1_left_wrist_angle_v,ring_jump_1_left_wrist_angle_a,ring_jump_1_left_hip_angle,ring_jump_1_left_hip_angle_v,ring_jump_1_left_hip_angle_a,ring_jump_1_left_knee_angle,ring_jump_1_left_knee_angle_v,ring_jump_1_left_knee_angle_a,ring_jump_1_left_ankle_angle,ring_jump_1_left_ankle_angle_v,ring_jump_1_left_ankle_angle_a,ring_jump_1_right_shoulder_angle,ring_jump_1_right_shoulder_angle_v,ring_jump_1_right_shoulder_angle_a,ring_jump_1_right_elbow_angle,ring_jump_1_right_elbow_angle_v,ring_jump_1_right_elbow_angle_a,ring_jump_1_right_wrist_angle,ring_jump_1_right_wrist_angle_v,ring_jump_1_right_wrist_angle_a,ring_jump_1_right_hip_angle,ring_jump_1_right_hip_angle_v,ring_jump_1_right_hip_angle_a,ring_jump_1_right_knee_angle,ring_jump_1_right_knee_angle_v,ring_jump_1_right_knee_angle_a,ring_jump_1_right_ankle_angle,ring_jump_1_right_ankle_angle_v,ring_jump_1_right_ankle_angle_a,ring_jump_1_temple_spine_angle,ring_jump_1_temple_spine_angle_v,ring_jump_1_temple_spine_angle_a,ring_jump_1_spine_angle,ring_jump_1_spine_angle_v,ring_jump_1_spine_angle_a,ring_jump_1_spine_tail_angle,ring_jump_1_spine_tail_angle_v,ring_jump_1_spine_tail_angle_a,NeckAng,SpineAng,TailAng
2.766667,78.93401337,448.61761475,8313.26074219,45.78730011,-151.70425415,5440.85009766,101.43184662,557.3371582,942.86102295,117.78063202,-283.28759766,-13205.93164063,127.40705109,86.61476135,-29024.75585938,159.3694458,1110.98608398,-54493.17578125,56.12594223,431.95581055,15389.91601563,35.22130203,-471.14801025,30254.86328125,93.14556122,-30.73257446,11369.95996094,122.20523834,-125.72151184,-15541.63476563,127.16286469,204.41574097,-23407.11914063,150.9241333,683.18634033,-45833.05859375,145.06838989,-166.29516602,8470.56445313,170.21272278,117.18200684,-1959.26123047,155.36030579,547.36157227,-2945.73291016,10.161005642428,4.85005200522967,7.93503567539916
2.775,81.79520416,558.99462891,4758.53955078,43.0942688,-99.82273102,6447.87597656,105.98143768,552.65148926,1098.13171387,114.02951813,-390.41833496,-9801.84960938,126.34838104,-214.97146606,-30037.57421875,163.44088745,464.115448,-61795.91015625,60.79566956,586.52636719,7961.24853516,32.23603439,-230.0630188,23649.69140625,92.21424866,4.42352295,5581.45019531,119.81874847,-263.50701904,-12995.10351563,126.71744537,-57.0955658,-24409.37304688,152.0697937,148.67294312,-44621.90625,144.08692932,-105.81436157,6549.18212891,171.09223938,54.60327148,-1370.12695313,159.21472168,459.89685059,-8562.73632813,10.6056360427616,5.83697947223358,6.82380107589123
2.783333,87.09745026,593.76721191,-1968.99023438,43.75817108,-46.36104584,5892.96142578,112.72039032,508.30123901,-746.04309082,108.62041473,-421.25900269,-4215.52587891,119.79486084,-505.96472168,-23462.75976563,158.70132446,-169.61547852,-56363.81640625,69.74850464,637.5826416,-529.29077148,33.51275253,-51.97154999,15879.46582031,94.39772797,54.9344635,2376.52661133,116.38143921,-388.6151123,-9160.01660156,124.37661743,-312.60406494,-21703.41210938,151.39183044,-266.88293457,-36504.48046875,143.86898804,-58.7600708,4756.19287109,169.91288757,-0.3112793,-1025.87915039,164.36206055,398.41247559,-13280.0703125,11.3172963816883,5.90790513502132,4.6227847635115
2.791667,92.70776367,546.95550537,-10074.625,43.86776352,21.89792633,5434.81445313,120.2432785,499.6661377,-3449.9387207,103.48029327,-444.95263672,494.03320313,113.02302551,-724.77606201,-14345.9375,155.43666077,-657.55419922,-43458.6796875,75.50891113,548.09387207,-7865.53613281,34.62814331,17.37438202,9266.49023438,94.811203,27.74055481,2461.71777344,111.80994415,-446.94000244,-6153.65673828,120.06954956,-472.15844727,-17468.70117188,147.92674255,-474.54528809,-24707.47265625,143.77172852,-28.8899231,3421.33935547,172.64578247,42.6411438,-1169.28686523,169.09803772,356.02584839,-17418.12890625,12.1825286106371,3.2493247490722,2.51530427541451
2.8,99.92156219,405.78497314,-15694.38574219,45.03485107,59.79160309,5791.08935547,121.3562088,518.25714111,-2571.85498047,101.48571777,-408.69720459,1745.8380127,107.53806305,-769.39483643,-5967.60302734,150.57699585,-906.56848145,-27937.88671875,80.05566406,390.10040283,-12889.12207031,35.35193634,43.16047668,4047.30102539,95.27950287,12.3638916,1854.18395996,108.43566895,-442.49343872,-4266.43652344,115.87741089,-549.56420898,-12914.7578125,141.12727356,-551.75720215,-13104.109375,143.41415405,-11.64352417,2385.43164063,171.25007629,90.52001953,-375.82183838,170.7144928,174.33334351,-20093.88867188,13.4168632731174,3.55072161686062,2.24461093781246
2.808333,102.39522552,195.34172058,-16989.58398438,44.8589592,77.93804169,5711.00830078,122.56649017,452.74414063,-1376.14990234,99.90331268,-347.06283569,1243.34655762,101.53063965,-695.5513916,787.87475586,142.29206848,-980.92340088,-12607.31542969,80.83815765,248.85734558,-13974.02148438,34.27068329,46.63360596,1509.7076416,94.79947662,67.3928833,1395.5222168,104.03471375,-437.59658813,-3158.50097656,109.7964859,-612.47686768,-9655.21289063,134.46330261,-602.46099854,-6996.56640625,143.39440918,1.40045166,1542.19616699,171.59306335,68.98254395,-1364.65478516,172.19972229,-94.15878296,-22704.52929688,14.3999043424965,4.36345744520566,2.60443675572771
2.816667,102.68454742,3.59794617,-14617.95117188,45.52065277,131.16256714,4003.38061523,126.7088089,406.39550781,-4904.64111328,95.52310181,-326.01806641,-80.95825195,93.95917511,-634.44995117,2872.32128906,128.73484802,-1025.81591797,-1608.72619629,80.84004211,146.24610901,-12052.734375,33.97359848,44.64836121,1155.0369873,92.98695374,109.0813446,1442.42663574,101.50543213,-478.45941162,-2697.27563477,105.76890564,-691.86669922,-9040.78222656,130.73155212,-628.95422363,-7621.85400391,143.18553162,15.76126099,935.87701416,173.3518219,11.91299438,-5169.69628906,170.46408081,-332.9498291,-24044.828125,14.969150748636,5.21970901661435,4.03733171856939
2.825,99.17578125,-103.58482361,-9393.16796875,46.11257553,199.23046875,1269.98510742,134.35678101,441.64923096,-10253.57421875,93.36070251,-365.2230835,-2876.9284668,89.56835938,-609.14117432,-1402.03857422,120.14253235,-1012.00531006,1895.29296875,82.32774353,53.46748352,-10672.9453125,35.04533005,44.4638443,671.25012207,95.38928223,106.2474823,-1368.6373291,97.85760498,-539.96942139,-1676.51269531,99.79048157,-770.90020752,-9220.45703125,127.28425598,-649.39794922,-10609.93261719,143.73443604,21.37863159,520.94030762,174.42977905,-10.44784546,-7671.20898438,166.576828,-477.67272949,-20205.5390625,15.1062673763865,6.8902080764033,5.92776250304589
2.833333,97.12779999,-121.81648254,-3635.42944336,48.36568451,232.74871826,-2040.11328125,136.52645874,399.83032227,-12911.62792969,89.3432312,-411.04364014,-4962.00341797,85.28665161,-617.39172363,-7523.36816406,112.94428253,-922.94995117,1216.37878418,84.11138916,4.98657227,-10253.41210938,36.88942719,73.96961212,64.31640625,99.32517242,94.31907654,-5070.55810547,93.3673172,-565.99414063,771.8347168,93.47534943,-849.35705566,-7823.37890625,122.14507294,-757.83898926,-11905.64355469,144.01602173,22.69882202,480.42425537,173.4402771,-91.03637695,-6307.17529297,159.34074402,-638.03192139,-11810.66015625,14.9576537426581,8.03658348914118,9.08113495184642
2.841667,96.84996033,-106.89476013,-504.67160034,51.60570526,168.39855957,-5857.65234375,139.69438171,187.17391968,-15527.07617188,87.74635315,-465.15762329,-4223.78808594,81.96283722,-714.3972168,-10669.61425781,108.38709259,-867.47686768,366.67785645,83.85468292,-73.16635132,-8209.29589844,36.85465622,84.80953217,-84.884758,99.34899902,35.18615723,-6355.984375,86.78219604,-541.14831543,4167.17919922,84.8025589,-935.64978027,-4661.61230469,114.47089386,-936.50671387,-11353.1796875,144.38323975,17.77496338,873.36608887,171.67980957,-191.16088867,-3278.07958984,153.74700928,-771.55712891,-3007.07421875,14.7054181235655,8.66367862268231,10.8565212495962
2.85,97.95714569,-68.4928894,-355.27923584,54.40476608,66.86069489,-8583.51074219,140.08206177,-44.71542358,-17795.64257813,83.03726959,-520.47814941,-421.49230957,75.80110168,-891.86224365,-9495.17578125,100.98283386,-918.29846191,-594.86083984,81.94644165,-185.27885437,-4755.49853516,36.76203918,60.38963318,-781.79058838,99.35168457,-79.32769775,-6241.85644531,81.11556244,-461.57028198,6726.31445313,76.63272858,-976.77740479,-612.78442383,105.98206329,-1085.3215332,-9272.46484375,144.14204407,20.37384033,1592.04833984,169.69024658,-243.54171753,-551.57836914,149.38694763,-775.29846191,5185.90673828,14.41022917286,8.5506030875291,12.4190160991407
2.858333,97.48907471,-66.64665222,-907.13043213,54.22408676,-31.97360992,-7312.21875,140.5770874,-166.78100586,-14164.52050781,78.03395844,-530.59356689,4894.46435547,67.13261414,-1030.00927734,-3648.45654297,92.73616028,-996.05279541,-1235.98449707,79.85464478,-255.99449158,-1384.23168945,37.43910599,40.26340485,-1905.42614746,95.70124817,-140.46691895,-5766.28710938,77.9245224,-379.54919434,6871.65576172,68.14279175,-957.14471436,4612.56054688,95.24848175,-1113.96582031,-4301.09472656,144.26873779,42.44552612,2182.15112305,167.46955872,-178.2409668,2264.11132813,140.59629822,-625.33312988,13942.73144531,14.1249650863969,8.93642808841547,12.0129997015216
2.866667,95.72067261,-111.74499512,-915.8236084,50.91208267,-108.81450653,-2696.34375,135.79017639,-265.90591431,-4942.39697266,72.13542175,-473.69735718,10149.1484375,55.94694138,-1045.54736328,6308.21044922,82.65188599,-1012.5703125,886.97143555,76.89550781,-211.19758606,2577.16235352,38.25596237,36.2538147,-1315.92285156,95.02548981,-155.1776886,-4923.13085938,77.00804138,-302.67486572,5061.28125,60.01479721,-880.17492676,10618.18457031,85.10935211,-1086.93066406,3183.65039063,144.23173523,71.35162354,2176.77709961,165.02243042,-93.92623901,3847.57324219,133.79667664,-441.11404419,18460.078125,13.8067143329075,9.72124880122731,13.1661671098705
2.875,94.4594574,-154.47944641,-492.94366455,49.14119339,-125.61599731,1661.89343262,132.53567505,-304.29367065,2770.04418945,67.78718567,-317.08062744,14203.77246094,45.0790596,-910.03527832,16797.515625,73.56652832,-964.52563477,5917.90332031,74.6632843,-124.56893921,6760.40771484,38.72613525,14.49108124,1391.16943359,93.63315582,-157.78213501,-4328.72460938,75.84732056,-272.17773438,3929.92578125,52.65131378,-776.11791992,15536.90820313,75.27426147,-1056.19812012,10043.58496094,145.4445343,103.64318848,1593.60253906,163.89637756,-54.89852905,2164.8034668,129.39648438,-244.12719727,15929.77636719,13.4094523624357,10.1135423997256,13.3640273237786
2.883333,93.42759705,-144.77249146,778.54034424,48.49697495,-41.57810211,4727.50634766,130.28173828,-223.5824585,6698,66.00577545,-151.41273499,15809.67089844,37.91744232,-674.59985352,22745.10742188,65.45652008,-894.79321289,11094.05761719,73.3171463,-52.72071838,8123.30517578,38.52558136,6.27002716,4772.80322266,93.90776062,-189.0222168,-4796.05712891,72.56127167,-285.43762207,5135.83349609,46.61943054,-616.23242188,18280.17382813,69.29501343,-966.50946045,14835.52539063,146.5932312,111.48803711,1522.58520508,166.67353821,-56.60217285,-1914.08032227,132.19334412,-58.8822937,9221.98535156,13.0471499362985,8.7235048668524,13.6021337263466
