Time,ring_jump_1_left_shoulder_angle,ring_jump_1_left_shoulder_angle_v,ring_jump_1_left_shoulder_angle_a,ring_jump_1_left_elbow_angle,ring_jump_1_left_elbow_angle_v,ring_jump_1_left_elbow_angle_a,ring_jump_1_left_wrist_angle,ring_jump_1_left_wrist_angle_v,ring_jump_1_left_wrist_angle_a,ring_jump_1_left_hip_angle,ring_jump_1_left_hip_angle_v,ring_jump_1_left_hip_angle_a,ring_jump_1_left_knee_angle,ring_jump_1_left_knee_angle_v,ring_jump_1_left_knee_angle_a,ring_jump_1_left_ankle_angle,ring_jump_1_left_ankle_angle_v,ring_jump_1_left_ankle_angle_a,ring_jump_1_right_shoulder_angle,ring_jump_1_right_shoulder_angle_v,ring_jump_1_right_shoulder_angle_a,ring_jump_1_right_elbow_angle,ring_jump_1_right_elbow_angle_v,ring_jump_1_right_elbow_angle_a,ring_jump_1_right_wrist_angle,ring_jump_1_right_wrist_angle_v,ring_jump_1_right_wrist_angle_a,ring_jump_1_right_hip_angle,ring_jump_1_right_hip_angle_v,ring_jump_1_right_hip_angle_a,ring_jump_1_right_knee_angle,ring_jump_1_right_knee_angle_v,ring_jump_1_right_knee_angle_a,ring_jump_1_right_ankle_angle,ring_jump_1_right_ankle_angle_v,ring_jump_1_right_ankle_angle_a,ring_jump_1_temple_spine_angle,ring_jump_1_temple_spine_angle_v,ring_jump_1_temple_spine_angle_a,ring_jump_1_spine_angle,ring_jump_1_spine_angle_v,ring_jump_1_spine_angle_a,ring_jump_1_spine_tail_angle,ring_jump_1_spine_tail_angle_v,ring_jump_1_spine_tail_angle_a,NeckAng,SpineAng,TailAng
2.691667,126.10231781,90.89126587,-688.3269043,132.14030457,281.13937378,-98.86306763,166.79521179,-10.45516968,2284.14086914,89.06793213,-82.77198792,340.5317688,78.83162689,-203.84407043,-4960.23535156,103.82806396,-309.71450806,-7186.55859375,123.02453613,53.72833252,-256.74911499,119.80175781,280.58151245,1835.92895508,162.72659302,115.19775391,1617.12316895,84.83630371,-267.61383057,-783.52081299,74.96662903,-53.84246826,5044.109375,91.77981567,-140.57388306,-126.54922485,148.33901978,-302.50167847,-2208.02001953,165.55934143,4.29138184,1688.47473145,157.94140625,-618.27636719,-5088.77832031,9.33196974181152,10.5236180942182,8.99754399357387
2.7,126.95448303,80.6526947,-1662.54199219,134.54464722,268.11767578,-1353.15332031,165.27745056,48.0847168,1949.85229492,87.71347046,-71.30447388,1889.24206543,76.26151276,-233.24211121,-1769.34082031,96.3391037,-368.99612427,-599.48791504,125.13518524,68.57955933,-1883.35766602,124.20658112,311.9864502,-680.10803223,163.83125305,144.65438843,1412.37963867,83.33298492,-259.36437988,-541.40820313,75.29705048,6.47476196,7307.43505859,90.13987732,-142.47589111,1912.79870605,145.85227966,-321.92504883,-2208.12988281,166.80084229,8.85101318,1080.66381836,153.66653442,-676.12884521,-4289.73339844,10.4767522350356,10.4298908814892,10.0521637100322
2.708333,127.56251526,61.46034241,-2686.93017578,136.54321289,251.30661011,-1476.13085938,166.20959473,96.02645874,-3797.375,89.11056519,-14.34700012,1640.3548584,73.32551575,-208.56925964,4318.25439453,90.78096771,-354.79315186,6753.203125,126.09022522,32.03208923,-3392.85595703,127.8578949,256.45721436,-3428.43457031,165.49131775,153.14102173,-176.12168884,81.2048645,-266.2746582,579.50915527,75.53781891,75.60699463,10024.4765625,89.7447052,-144.33799744,4856.24414063,143.64289856,-338.19274902,-1849.79553223,166.67669678,32.22488403,958.84552002,148.02876282,-694.2088623,1062.29125977,11.509090730143,10.8496470926075,11.4840845908985
2.716667,128.28608704,34.90684509,-4638.18066406,138.49450684,230.16021729,-2491.87255859,168.65167236,122.29278564,-14577.63476563,89.04789734,33.6832428,292.6322937,70.65066528,-156.29524231,10817.8671875,89.04991913,-245.73753357,12258.14453125,125.96281433,-27.11212158,-5259.09082031,130.18400574,175.00869751,-6900.25439453,166.63381958,121.87820435,-8723.09375,79.39748383,-284.04168701,2258.40136719,75.90807343,157.68791199,13085.44238281,88.30851746,-108.72802734,8512.24511719,140.33792114,-357.56072998,-704.85015869,166.56613159,43.19732666,1299.44921875,138.45272827,-682.79418945,8467.91796875,12.8860412108011,10.8414698283367,13.6134173917998
2.725,128.3508606,5.42297363,-7602.80957031,140.56176758,224.48898315,-6894.75488281,171.10797119,-19.65499878,-23774.63867188,89.76725006,17.83737183,-1935.35131836,70.64770508,-58.43536377,15289.2578125,89.74274445,-62.17773438,16504.12695313,124.87342834,-75.80657959,-6554.07910156,129.55567932,129.36950684,-9856.75,168.03955078,137.9019165,-18753.85546875,76.51922607,-272.74688721,4361.71972656,77.46947479,269.93225098,16216.14648438,86.74058533,-0.20935059,14089.78515625,137.05050659,-367.26913452,2351.2421875,166.4112854,43.27560425,84.17816162,133.64007568,-601.47473145,12227.88867188,13.5683302360898,11.282621720981,14.2845178990694
2.733333,128.19767761,-55.27854919,-10417.62109375,142.21533203,210.03845215,-14169.74316406,170.78208923,-375.61294556,-26652.7109375,89.24516296,-38.64974976,-4415.91845703,70.95972443,120.54382324,18290.88476563,90.57118988,90.63568115,19126.25976563,123.08631897,-119.40979004,-6626.33105469,128.64393616,69.20120239,-12338.0234375,168.44480896,-22.66021729,-20539.59960938,73.58661652,-206.4074707,7000.32470703,79.67125702,429.19152832,19420.9609375,85.861763,132.02590942,20845.82226563,133.77342224,-359.15130615,8530.4921875,167.31796265,50.64743042,-4107.54443359,128.25393677,-405.91119385,13470.48242188,14.5925331352334,10.8536091740507,15.0577157305465
2.741667,127.67183685,-171.41815186,-12104.2890625,143.77565002,90.24124146,-21546.31054688,169.3460083,-782.43652344,-23156.22265625,89.59616089,-102.41386414,-5694.05761719,71.76177979,320.88363647,20215.63476563,90.0194931,233.6415863,19228.25,122.8894043,-189.25010681,-7015.69287109,130.25198364,-46.58416748,-15602.87207031,168.43611145,-458.36532593,-19802.26953125,71.28581238,-126.3873291,8692.42578125,84.14668274,614.98291016,21411.953125,87.876091,317.20306396,25297.72460938,130.75770569,-297.71331787,16901.92382813,168.51750183,50.4309082,-10016.69335938,127.40600586,-222.27836609,13329.9140625,15.3801162699482,10.4202158777107,14.4135187570731
2.75,126.87542725,-318.01437378,-11864.61132813,145.77409363,-180.59738159,-26423.36328125,157.94017029,-975.27209473,-11580.11425781,88.18302917,-146.563797,-4478.2109375,73.92041779,490.86450195,19009.14453125,91.69819641,394.61401367,17311.80664063,122.04953766,-242.75619507,-7203.87988281,132.39584351,-201.27922058,-17047.80859375,170.197052,-717.36645508,-18248.54882813,71.1737442,-31.07215881,7935.66210938,89.77084351,817.00128174,19786.83007813,92.43859863,581.49462891,25027.94140625,128.43087769,-127.48123169,23846.40820313,168.59979248,-38.33053589,-14101.78222656,125.45870972,-163.44856262,8533.6171875,16.579576277409,9.60079375428597,14.2925361112761
2.758333,123.69129181,-438.33776855,-8315.18359375,145.40785217,-519.82531738,-25947.48242188,145.0859375,-937.96984863,6783.33837891,86.63785553,-186.04660034,-1726.88244629,80.40609741,649.60449219,13988.51074219,95.57873535,566.16363525,14494.17871094,119.79936981,-305.26016235,-4185.60595703,130.74057007,-399.38562012,-11994.87207031,157.13833618,-678.02722168,-4798.68945313,72.47264862,51.14883423,5682.7578125,97.8159256,1015.89672852,13298.48339844,97.34224701,872.36090088,19937.65039063,126.39099121,167.93060303,26188.8203125,168.64793396,-248.07647705,-14256.14160156,127.06367493,-116.82853699,-39.14169312,16.7028846627495,9.63953627889086,13.2759053577946
2.766667,118.29942322,-502.73126221,-1786.47033691,139.32139587,-785.98999023,-17244.78515625,132.00022888,-783.70605469,22712.44921875,83.84632874,-206.72058105,-352.12753296,87.32767487,779.33178711,7305.22558594,102.86670685,701.21325684,9872.60058594,115.39519501,-375.36560059,2251.08959961,124.57087708,-567.96337891,-1137.890625,141.23616028,-682.1685791,12290.06738281,73.07818604,86.86523438,3452.64526367,107.01042938,1148.16247559,3181.87011719,105.08483887,1065.65124512,10352.62304688,127.60825348,496.69296265,23452.19140625,167.40513611,-477.33657837,-10691.20898438,125.14175415,-113.48388672,-4956.87011719,15.3361807995453,11.2785953173602,13.6215217021265
2.775,112.07000732,-493.45129395,4516.703125,127.57474518,-908.15380859,-1993.76281738,131.55587769,-496.39602661,28938.37695313,83.06269836,-169.41879272,-1243.20458984,94.97078705,818.96124268,69.06921387,110.40240479,754.14855957,3350.29663086,112.26033783,-380.72494507,9128.36230469,116.39971161,-573.71606445,11266.64550781,138.82945251,-590.84912109,17130.77539063,74.25033569,75.7964325,1461.30078125,118.08822632,1136.89624023,-9822.54492188,116.21237946,1085.97839355,-4622.76123047,134.11825562,705.34924316,16543.19726563,161.70950317,-553.65307617,-3273.08447266,122.75125122,-223.93241882,-3826.51416016,11.76013086805,16.2205839707476,14.2919297081095
2.783333,108.01998901,-390.15686035,7838.65478516,115.99417114,-848.79058838,13178.94726563,132.20988464,-125.95474243,29963.05664063,80.56415558,-130.86807251,-2046.82324219,101.41130829,763.70367432,-7455.64746094,116.86989594,754.16479492,-3852.93310547,108.30171967,-235.28244019,14602.48535156,109.7321167,-330.03646851,21597.52539063,141.68344116,-252.003479,16935.42578125,74.30574036,63.30329895,579.32995605,129.44367981,964.90441895,-24997.48828125,128.959198,960.83673096,-24095.18164063,144.76309204,752.82928467,6463.14501953,153.29852295,-481.79397583,7667.22412109,122.51200867,-365.26519775,538.6675415,7.52924949532638,22.4363828773635,14.5987168292518
2.791667,105.63902283,-250.64781189,7629.14941406,109.97298431,-596.94458008,23907.10351563,131.49667358,146.99935913,28427.5390625,80.62577057,-173.12789917,-2197.40917969,108.06256104,647.50402832,-14884.8203125,122.26358795,672.38867188,-12698.48242188,106.26187134,-1.82662964,16650.44921875,107.72481537,8.90419006,25452.21484375,141.43841553,-30.74066162,19677.40820313,74.82572937,71.19857788,1962.48181152,138.27890015,692.91143799,-37869.79296875,137.94985962,729.9130249,-41506.9375,154.35932922,719.44885254,-3566.69873047,145.85121155,-345.32501221,17542.59765625,119.59477234,-358.9251709,9604.18554688,4.30501205822887,27.2146445435032,14.7163191589324
2.8,104.96682739,-166.53205872,4057.28344727,107.96515656,-266.89331055,30481.4609375,131.10829163,277.86071777,24397.984375,80.05567169,-264.34188843,-1707.02978516,113.27097321,494.79284668,-21606.5859375,127.05124664,554.43670654,-25255.00585938,105.68060303,194.79148865,12527.71484375,110.62995911,299.59466553,19499.64453125,139.25924683,-3.95843506,18037.22851563,75.07939911,86.35169983,5432.22558594,141.95272827,298.07830811,-43037.4609375,140.32673645,286.46295166,-50970.9296875,157.23608398,659.64404297,-9474.86621094,147.15148926,-172.70629883,20586.97265625,114.00299072,-189.61585999,22830.5234375,2.47032808683566,26.806567392078,15.2927369644313
2.808333,104.95089722,-168.13781738,-970.0970459,108.47271729,6.01669312,31961.65429688,134.38635254,457.3387146,19694.68164063,78.61164093,-290.67987061,2294.86450195,117.24669647,314.77539063,-26054.765625,133.20785522,367.87512207,-38280.6875,111.00041962,293.35333252,2426.5871582,118.47756195,446.31140137,7274.28613281,136.94923401,70.94406128,11336.22070313,75.97092438,128.83926392,9711.30566406,141.77980042,-183.8444519,-40074.46875,140.48309326,-328.95880127,-52581.69921875,158.34300232,545.05737305,-12401.97460938,149.73579407,70.0604248,18241.47070313,109.52941895,64.9131012,31323.99414063,1.54962978867587,24.4883285149664,15.8956670963814
