Time,high_height_jump_1_left_shoulder_angle,high_height_jump_1_left_shoulder_angle_v,high_height_jump_1_left_shoulder_angle_a,high_height_jump_1_left_elbow_angle,high_height_jump_1_left_elbow_angle_v,high_height_jump_1_left_elbow_angle_a,high_height_jump_1_left_wrist_angle,high_height_jump_1_left_wrist_angle_v,high_height_jump_1_left_wrist_angle_a,high_height_jump_1_left_hip_angle,high_height_jump_1_left_hip_angle_v,high_height_jump_1_left_hip_angle_a,high_height_jump_1_left_knee_angle,high_height_jump_1_left_knee_angle_v,high_height_jump_1_left_knee_angle_a,high_height_jump_1_left_ankle_angle,high_height_jump_1_left_ankle_angle_v,high_height_jump_1_left_ankle_angle_a,high_height_jump_1_right_shoulder_angle,high_height_jump_1_right_shoulder_angle_v,high_height_jump_1_right_shoulder_angle_a,high_height_jump_1_right_elbow_angle,high_height_jump_1_right_elbow_angle_v,high_height_jump_1_right_elbow_angle_a,high_height_jump_1_right_wrist_angle,high_height_jump_1_right_wrist_angle_v,high_height_jump_1_right_wrist_angle_a,high_height_jump_1_right_hip_angle,high_height_jump_1_right_hip_angle_v,high_height_jump_1_right_hip_angle_a,high_height_jump_1_right_knee_angle,high_height_jump_1_right_knee_angle_v,high_height_jump_1_right_knee_angle_a,high_height_jump_1_right_ankle_angle,high_height_jump_1_right_ankle_angle_v,high_height_jump_1_right_ankle_angle_a,high_height_jump_1_temple_spine_angle,high_height_jump_1_temple_spine_angle_v,high_height_jump_1_temple_spine_angle_a,high_height_jump_1_spine_angle,high_height_jump_1_spine_angle_v,high_height_jump_1_spine_angle_a,high_height_jump_1_spine_tail_angle,high_height_jump_1_spine_tail_angle_v,high_height_jump_1_spine_tail_angle_a,NeckAng,SpineAng,TailAng
2.75,79.29114532,856.4631958,-518.78637695,39.56043625,-73.85346222,12482.16796875,74.58893585,-524.96368408,7900.70117188,99.56841278,-289.6625061,7863.08154297,107.39452362,-175.10873413,-5114.99267578,152.6138916,-149.5370636,-41557.390625,90.73522186,595.23669434,-16847.015625,37.55755615,110.16159821,6405.93896484,129.60342407,185.82444763,-10024.93164063,113.30821228,237.54670715,-16837.75390625,124.79574585,-312.80847168,-29276.93945313,147.84368896,-429.4319458,-26882.43554688,141.69822693,-406.08782959,2901.67138672,172.12081909,64.81171417,3303.55957031,174.89207458,-80.27451324,-32520.40234375,12.2887587251203,2.92094509123051,2.89489151568519
2.758333,86.59657288,738.93804932,-11795.97265625,38.97108841,-17.05085945,7243.74023438,69.83956909,-352.02716064,16328.27832031,98.48184967,-131.75645447,6059.4609375,107.64639282,-131.92964172,-6298.98095703,151.68934631,-441.45114136,-30282.33789063,94.87329102,448.29882813,-18300.53710938,38.47378922,174.78170776,2962.36621094,131.84671021,185.09210205,-7810.12744141,114.82331085,-108.41744232,-23724.2421875,121.44560242,-609.29003906,-26388.02929688,143.25776672,-478.69143677,-18408.25585938,138.48635864,-372.13366699,5356.53271484,174.91511536,76.2440567,-1364.69665527,167.88926697,-456.4871521,-25038.828125,13.3072356562661,1.66280419586738,1.89617579681856
2.766666,89.55695343,512.71533203,-18514.3046875,40.02286148,4.22966051,2893.89941406,65.52400208,-192.19506836,22316.88085938,99.69055176,-33.66310501,622.74768066,108.68476105,-115.66902924,-11534.8125,148.63946533,-569.2154541,-17701.14648438,97.94616699,277.28219604,-18605.18164063,40.05421066,200.5236969,-287.45278931,132.0138092,163.92366028,-5429.21142578,113.95639801,-366.73602295,-25306.6484375,115.14690399,-822.75872803,-20708.39257813,139.14729309,-616.61761475,-13925.01660156,135.52790833,-301.29382324,8043.83056641,178.03846741,18.24341011,-5488.41894531,160.28881836,-739.89556885,-13883.52050781,13.7516997867519,1.78291493254046,2.64144697015057
2.775,93.6497345,289.82766724,-20645.359375,40.59955597,11.28551579,1171.96203613,66.50791168,23.86306953,21995.17578125,100.29899597,-83.90953827,-5485.03662109,108.59408569,-230.34776306,-18228.35742188,141.41859436,-622.92608643,-7373.86279297,100.16809082,121.3036499,-18684.87109375,41.99887466,168.24812317,-3938.74291992,133.84410095,91.46149445,-5729.43408203,108.73075104,-522.75213623,-19180.04296875,105.93361664,-953.47381592,-12333.20703125,132.48347473,-794.85668945,-13200.75488281,132.6517334,-218.15400696,9695.2578125,174.83033752,-85.11719513,-5794.90332031,150.93959045,-789.5557251,-1876.77502441,14.4549799044403,3.31443346511959,4.15492595479161
2.783333,95.26583099,139.56536865,-19012.90234375,40.08143616,-3.25416589,1911.39526367,68.89160919,258.21603394,18860.31054688,100.4210968,-245.9025116,-9240.55273438,106.69525146,-503.12246704,-23635.26953125,134.42167664,-663.76263428,-2718.06396484,100.27886963,-27.09327888,-17333.03125,44.48168564,107.98996735,-6667.92041016,135.07585144,28.91571236,-6740.37695313,100.46383667,-645.32965088,-10286.83398438,95.56262207,-1022.45697021,-3754.86303711,126.91970062,-920.06768799,-11150.37109375,131.21896362,-121.15632629,9471.20410156,172.71684265,-181.65879822,-4033.28076172,143.97261047,-602.97735596,8962.16503906,14.9191342808674,4.58068916169911,5.64756679397354
2.791667,95.86871338,24.58839607,-16015.54101563,39.83565521,-5.7803731,2938.13232422,71.07803345,429.71255493,15575.81152344,97.62268829,-396.28512573,-8646.74707031,101.08451843,-791.63983154,-24497.88085938,127.82141113,-646.13781738,-2465.45678711,99.13410187,-181.48713684,-14121.73046875,45.34564209,25.73555183,-6595.2578125,135.34106445,-26.00967598,-6180.7109375,94.74182892,-724.83666992,-4644.12451172,87.64749908,-1013.35357666,2379.99462891,117.11262512,-987.58288574,-6266.82177734,130.78263855,-27.82623482,8101.08300781,170.76373291,-179.14506531,-528.23034668,140.40934753,-424.55645752,13834.50390625,15.2995101703534,5.70551303315542,6.73450420679462
2.8,94.98058319,-100.21057892,-13327.09375,39.40218353,43.17825699,4046.58837891,75.50753021,486.47610474,10822.87402344,92.05554199,-451.85879517,-3634.12646484,92.8704834,-1015.92590332,-18747.78710938,124.92237091,-629.57873535,-4608.47314453,96.6781311,-313.3722229,-10174.19238281,44.29067612,-55.38845444,-4345.5,133.77627563,-89.90555573,-6896.03173828,90.41338348,-707.86468506,-1148.14404297,80.04814148,-933.67163086,6975.29833984,108.34185791,-1008.34899902,-1555.47558594,131.38449097,34.36813736,6325.58886719,169.31987,-132.93809509,2945.91503906,139.43002319,-288.54663086,11792.20507813,15.3459193938575,6.22468659713631,7.63755493734015
2.808333,93.2690506,-212.02005005,-9630.17871094,39.48981476,110.384758,5616.60253906,80.57393646,532.2769165,5267.359375,85.71479797,-427.6262207,2728.74145508,81.23295593,-1141.14904785,-8280.23828125,120.74417877,-666.58538818,-8213.76464844,93.87468719,-382.35858154,-5904.55761719,42.96168518,-90.498703,-1253.94262695,132.57478333,-109.41971588,-9936.17578125,85.2539444,-657.06005859,3021.97900391,72.37902832,-838.97131348,11026.94628906,98.14736176,-985.10845947,1783.05554199,132.46775818,65.88700104,4648.01611328,169.6207428,-86.91223907,4086.19726563,138.70393372,-236.39604187,7077.40917969,15.2285453823171,6.62403936455449,8.79170546570423
2.816667,91.96212006,-319.0350647,-3960.73413086,41.23762512,152.20440674,6441.7421875,85.93599701,579.85845947,908.36187744,82.38175964,-355.46878052,5824.88232422,70.87103271,-1162.51635742,1784.49536133,115.45663452,-765.7779541,-12078.0625,89.44924164,-384.64031982,-1162.51928711,41.28636169,-61.71417999,2326.31030273,131.08248901,-164.90335083,-11584.42480469,78.1753006,-645.35253906,7580.99072266,65.15289307,-759.65710449,14168.10351563,91.83724213,-948.5604248,3753.39453125,133.0116272,83.76114655,3707.99291992,168.92588806,-24.88495064,4097.86962891,136.60171509,-226.27641296,3701.26391602,15.0872004048076,6.92618893221694,10.4341778977074
2.825,88.75910187,-348.703125,1897.41833496,43.27581406,196.96855164,5890.84912109,89.71331787,595.07885742,-2912.99975586,81.73915863,-261.0838623,4398.31494141,61.06732559,-1073.73022461,9147.43945313,107.25694275,-924.4621582,-12498.44824219,85.6855011,-363.65170288,3149.93164063,41.16173553,-11.10435581,5343.26611328,130.74623108,-313.68914795,-11520.64941406,72.48680115,-614.28924561,10814.51757813,58.79678345,-644.83917236,16127.41210938,84.1036377,-912.36114502,5423.57128906,133.33258057,105.47257233,3589.40551758,167.62973022,-22.82531929,3728.04321289,133.2512207,-220.71595764,1872.39782715,14.7903211840298,7.41879790105757,11.7822821338341
2.833333,84.9017334,-267.04867554,6676.77197266,45.60674667,252.76205444,5036.73632813,94.53887939,543.81213379,-8059.30615234,81.33364105,-192.44302368,2042.51184082,53.04233551,-911.70013428,14937.296875,98.61902618,-1069.39038086,-6912.61914063,82.70599365,-332.2678833,5361.16015625,41.90504456,46.11130142,6740.64013672,130.09378052,-497.4387207,-11682.23828125,67.64949036,-501.36114502,13228.65332031,54.42510986,-484.75003052,17064.92578125,78.0510025,-863.33355713,8880.1640625,133.97346497,142.00700378,3783.52197266,168.70986938,-13.48663425,2091.53955078,130.85310364,-205.3724823,865.52252197,14.4760476556709,8.01571058821017,12.2841077083572
2.841666,80.36219025,-135.59838867,9755.65625,46.33005142,305.31494141,4397.28808594,99.91900635,453.53793335,-13367.42089844,78.98936462,-224.04374695,1306.30688477,45.47718048,-778.31213379,19125.84960938,89.60695648,-1167.50915527,2888.47875977,81.42601776,-266.52383423,5908.86279297,42.92861557,110.51499176,7177.42626953,124.20965576,-563.69122314,-9069.55761719,64.01309967,-314.64425659,14506.02441406,50.39671326,-297.41397095,16462.70898438,68.39832306,-822.4800415,13794.55566406,135.21130371,183.68013,3342.59814453,168.69364929,35.17471695,815.47442627,130.0224762,-180.41360474,-636.24072266,14.0397077858705,8.71439356916737,11.5813549075837
2.85,80.19545746,-32.55913162,9048.3125,49.08592987,334.04452515,3031.57202148,104.92919922,309.36129761,-16443.40234375,76.64463806,-303.28616333,1095.87768555,40.07061386,-639.91760254,19601.08984375,79.1730957,-1095.13525391,13255.24902344,79.02693939,-192.06704712,6628.98291016,43.5202179,169.39508057,7278.18505859,115.65919495,-591.10614014,-2220.91210938,61.45858765,-161.72186279,12963.33789063,48.85677719,-146.61195374,13479.54882813,62.20715714,-698.68121338,17694.3828125,137.59736633,219.27888489,2005.59790039,168.38996887,41.71860123,-347.68417358,129.81654358,-178.07038879,-2358.93432617,13.596199641208,9.18157677237805,11.231518568463
2.858333,83.43669128,32.40463638,4668.96728516,52.6500473,348.81259155,969.17401123,106.30298615,131.28266907,-16839.03515625,74.25856781,-293.38189697,1760.00500488,35.88864517,-444.26074219,17914.18945313,68.68468475,-858.66259766,22555.00585938,77.00404358,-148.84469604,7075.31933594,44.6544342,226.85812378,6511.74414063,107.7989502,-621.45513916,3111.34033203,61.04262924,-56.17576981,8752.625,48.57925034,-51.64612198,8885.69140625,55.89317703,-478.52029419,20710.36914063,139.77980042,238.15232849,396.20013428,169.3934021,22.64068794,-3533.6862793,128.45101929,-216.44792175,-2942.59082031,13.2222412674976,9.93922166259469,11.397712273307
