Time,low_height_jump_2_left_shoulder_angle,low_height_jump_2_left_shoulder_angle_v,low_height_jump_2_left_shoulder_angle_a,low_height_jump_2_left_elbow_angle,low_height_jump_2_left_elbow_angle_v,low_height_jump_2_left_elbow_angle_a,low_height_jump_2_left_wrist_angle,low_height_jump_2_left_wrist_angle_v,low_height_jump_2_left_wrist_angle_a,low_height_jump_2_left_hip_angle,low_height_jump_2_left_hip_angle_v,low_height_jump_2_left_hip_angle_a,low_height_jump_2_left_knee_angle,low_height_jump_2_left_knee_angle_v,low_height_jump_2_left_knee_angle_a,low_height_jump_2_left_ankle_angle,low_height_jump_2_left_ankle_angle_v,low_height_jump_2_left_ankle_angle_a,low_height_jump_2_right_shoulder_angle,low_height_jump_2_right_shoulder_angle_v,low_height_jump_2_right_shoulder_angle_a,low_height_jump_2_right_elbow_angle,low_height_jump_2_right_elbow_angle_v,low_height_jump_2_right_elbow_angle_a,low_height_jump_2_right_wrist_angle,low_height_jump_2_right_wrist_angle_v,low_height_jump_2_right_wrist_angle_a,low_height_jump_2_right_hip_angle,low_height_jump_2_right_hip_angle_v,low_height_jump_2_right_hip_angle_a,low_height_jump_2_right_knee_angle,low_height_jump_2_right_knee_angle_v,low_height_jump_2_right_knee_angle_a,low_height_jump_2_right_ankle_angle,low_height_jump_2_right_ankle_angle_v,low_height_jump_2_right_ankle_angle_a,NeckAng,SpineAng,TailAng
2.75,109.17789459,21.32789612,-4518.77246094,140.60641479,189.78912354,-15696.31445313,160.61227417,-830.9375,-6820.60644531,73.2141571,145.24017334,2690.21850586,46.4910202,296.91009521,4651.06884766,59.66152954,6.51283264,8806.04882813,136.07156372,36.57958984,-7076.01904297,135.25045776,252.12814331,-1259.12963867,169.67288208,-74.44244385,-12165.66894531,71.70759583,-169.75349426,486.48834229,66.43161774,302.33001709,2686.27441406,66.82444,334.69598389,5209.61425781,10.543050316154,14.8507037476958,9.09208217850701
2.758333,108.87702179,25.11940002,-10420.29003906,142.00883484,77.08251953,-24776.67382813,152.70343018,-832.42950439,6081.82080078,73.64459229,184.96421814,133.57658386,48.87169647,325.86468506,4927.04443359,60.28972244,113.08193207,9342.6796875,136.25698853,-20.24642944,-8894.86328125,137.20877075,229.01000977,-2229.04345703,166.70941162,-209.0776062,-16724.24804688,70.37886047,-162.28317261,745.61279297,68.56877136,324.15603638,2571.57568359,69.0202713,328.76098633,-265.57226563,11.4511330883384,14.5334140838577,9.16285502905484
2.766667,110.02503204,-105.76637268,-16972.40039063,143.17318726,-203.97232056,-31816.00585938,141.75172424,-718.60198975,19052.76171875,77.45850372,219.1153717,-4295.32421875,51.45717239,363.55450439,5164.83105469,61.88343048,211.78942871,9476.20996094,136.30352783,-83.09417725,-10944.07519531,138.91233826,205.89187622,-3198.95727539,NaN,NaN,NaN,69.09523773,-154.81285095,1004.73724365,NaN,NaN,NaN,NaN,NaN,NaN,11.8933845910814,15.2697328439036,NaN
2.775,111.52454376,-341.28479004,-21342.48632813,143.41848755,-602.64685059,-33020.52734375,137.12138367,-472.76809692,27406.58203125,80.21305847,170.89897156,-8845.08398438,54.49703217,411.60629272,5477.33886719,64.37957001,280.990448,9161.25097656,134.9848938,-232.77984619,-15137.609375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.8112302084199,16.4242153268977,NaN
2.783333,108.71069336,-594.56994629,-18974.34960938,137.0305481,-975.3326416,-24500.3359375,135.02648926,-166.22848511,29661.421875,82.10995483,40.74737549,-12625.71289063,58.0700531,465.29394531,5143.71630859,67.61461639,328.01702881,8346.265625,133.54795837,-298.18572998,-16294.74707031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.2363725536438,NaN
2.791667,100.09092712,-793.57092285,-9307.10644531,124.26049042,-1192.12194824,-6720.13671875,136.18266296,166.13494873,26630.29101563,81.50693512,-132.44163513,-13748.88085938,62.46466827,518.94763184,4097.84912109,70.08546448,401.81921387,8871.54589844,130.28710938,-506.05316162,-20826.83789063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.9208510025968,NaN
2.8,89.26821136,-852.94805908,2360.83251953,108.48304749,-1166.83251953,13709.02832031,138.6033783,374.26971436,17659.65625,78.54863739,-262.40148926,-11232.06640625,67.27043152,552.42504883,2920.11621094,73.039505,477.17687988,10885.14746094,123.23812866,-713.92059326,-25358.9296875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.0258116101673,NaN
2.808333,80.85148621,-718.50823975,12318.05371094,97.48807526,-885.27368164,29142.00195313,142.19465637,472.02941895,6818.47753906,75.42888641,-350.69299316,-6263.68554688,71.80960083,556.98596191,2062.12866211,76.72525024,558.69421387,11925.36035156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.3490629638692,NaN
2.816667,76.4200592,-474.87634277,16772.19726563,92.95483398,-447.08062744,34973.73046875,149.0657959,480.76217651,-5100.16552734,71.66770935,-358.78088379,-1233.83679199,77.13443756,557.65161133,1339.0447998,83.08822632,689.54949951,11600.68359375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.9736772949657,NaN
2.825,75.15874481,-287.2845459,13990.47851563,93.57604218,-51.4932251,31870.46679688,152.77020264,321.05895996,-18198.87695313,69.40232849,-333.86499023,2832.87890625,81.12601471,566.14654541,1884.15222168,88.80872345,816.39501953,10972.1796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.833333,75.14356232,-145.39039612,11239.6015625,95.93419647,190.50354004,27359.73046875,156.4216156,231.39923096,-23319.00976563,65.96673584,-276.64654541,5829.44482422,85.75312042,593.7444458,3877.11376953,95.97422791,890.89929199,9355.07714844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.841667,74.13145447,-190.1234436,1898.98583984,99.11786652,251.85333252,15708.35644531,156.52331543,-120.63720703,-33639.328125,64.70560455,-232.59819031,6760.33642578,90.55095673,604.86120605,4447.578125,104.56375885,948.14483643,7342.7265625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.85,71.25256348,-234.85649109,-7441.62988281,100.64269257,313.203125,4056.98242188,151.18196106,-472.67364502,-43959.6484375,61.84428406,-159.97192383,7844.38916016,95.91074371,677.24169922,6677.9296875,112.64788055,990.31219482,5810.00244141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.858333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.14698792,-87.34565735,8928.44140625,102.44438171,749.62219238,8908.28125,121.13020325,1032.47949219,4277.27832031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.866667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.883333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.891667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.908333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.916667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.933333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.941667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.958333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.966667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.983333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.991667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.008333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.016667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.033333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.041667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.058333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
